P,N,E,Z,D
28055,2065047.211,6572716.442,172.059,WSE
28061,2065024.153,6572698.303,172.087,WSE
28062,2065019.898,6572695.208,172.166,WSE
28063,2065015.716,6572692.35,172.157,WSE
28064,2065011.018,6572690.662,172.097,WSE
28065,2065006.299,6572689.452,172.159,WSE
28066,2065001.683,6572688.857,172.181,WSE
28068,2064992.534,6572688.304,172.059,WSE
28071,2064977.97,6572687.652,172.079,WSE
28072,2064973.416,6572685.387,172.095,WSE
28073,2064969.031,6572684.29,172.071,WSE
28074,2064965.171,6572683.801,172.122,WSE
28075,2064962.299,6572682.553,172.134,WSE
28076,2064959.114,6572680.887,172.147,WSE
28077,2064955.649,6572678.926,172.125,WSE
28078,2064951.817,6572678.481,172.149,WSE
28079,2064948.784,6572679.052,172.119,WSE
28081,2064942.051,6572679.727,172.096,WSE
28082,2064938.604,6572681.05,172.121,WSE
28083,2064935.447,6572683.198,172.098,WSE
28084,2064932.095,6572685.66,172.131,WSE
28085,2064929.016,6572688.529,172.127,WSE
28087,2064924.964,6572695.534,172.122,WSE
28088,2064923.415,6572699.167,172.089,WSE
28089,2064922.819,6572702.591,172.103,WSE
28090,2064923.168,6572705.511,172.057,WSE
28091,2064923.699,6572708.329,172.179,WSE
28093,2064926.788,6572711.484,172.201,WSE
28095,2064931.541,6572714.427,172.2,WSE
28096,2064934.674,6572716.034,172.2,WSE
28097,2064937.659,6572717.878,172.177,WSE
28098,2064940.979,6572719.248,172.221,WSE
28099,2064944.674,6572720.516,172.199,WSE
28100,2064948.442,6572722.417,172.184,WSE
28101,2064952.261,6572724.436,172.274,WSE
28102,2064956.79,6572726.236,172.234,WSE
28103,2064961.372,6572727.937,172.166,WSE
28104,2064966.124,6572729.412,172.33,WSE
28105,2064971.122,6572731.454,172.164,WSE
28106,2064976.065,6572733.021,172.142,WSE
28107,2064981.238,6572734.111,172.19,WSE
28108,2064986.231,6572735.68,172.199,WSE
28109,2064991.176,6572736.837,172.172,WSE
28110,2064996.337,6572737.601,172.209,WSE
28111,2065001.364,6572738.604,172.209,WSE
28112,2065006.515,6572739.412,172.271,WSE
28113,2065011.604,6572740.594,172.226,WSE
28114,2065016.63,6572741.572,172.17,WSE
28115,2065021.555,6572742.1,172.27,WSE
28116,2065026.543,6572741.576,172.282,WSE
28117,2065031.183,6572741.064,172.128,WSE
28118,2065035.096,6572739.992,172.168,WSE
28119,2065038.159,6572737.463,172.254,WSE
28120,2065040.199,6572734.006,172.201,WSE
28121,2065041.765,6572730.447,172.189,WSE
28125,2065048.555,6572714.979,172.18,WSE
28126,2065051.701,6572710.778,172.126,WSE
28127,2065055.192,6572706.8,172.171,WSE
28128,2065058.626,6572703.137,172.191,WSE
28129,2065062.198,6572699.254,172.213,WSE
28142,2065049.412,6572673.006,172.137,WSE
28143,2065044.968,6572670.642,172.118,WSE
28144,2065040.435,6572668.277,172.189,WSE
28145,2065035.911,6572665.848,172.153,WSE
28146,2065031.219,6572663.501,172.142,WSE
28147,2065026.613,6572661.31,172.116,WSE
28148,2065021.891,6572659.408,172.154,WSE
28149,2065017.197,6572657.717,172.133,WSE
28150,2065012.747,6572656.564,172.115,WSE
28151,2065008.698,6572655.867,172.139,WSE
28168,2065008.464,6572620.503,172.108,WSE
28170,2065014.658,6572621.991,172.132,WSE
28171,2065018.135,6572623.042,172.173,WSE
28172,2065021.709,6572624.666,172.109,WSE
28173,2065024.851,6572626.315,172.135,WSE
28174,2065027.514,6572628.117,172.133,WSE
28175,2065030.71,6572629.552,172.156,WSE
28176,2065034.333,6572630.552,172.161,WSE
28177,2065038.256,6572631.859,172.112,WSE
28178,2065041.493,6572633.245,172.132,WSE
28179,2065044.548,6572634.597,172.097,WSE
28180,2065047.706,6572636.009,172.088,WSE
28181,2065051.858,6572637.323,172.096,WSE
28182,2065054.581,6572638.763,172.117,WSE
28183,2065056.395,6572639.838,172.11,WSE
28184,2065058.701,6572640.381,172.11,WSE
28185,2065061.723,6572640.462,172.13,WSE
28206,2065046.059,6572602.952,172.16,WSE
28207,2065041.393,6572601.091,172.134,WSE
28208,2065036.658,6572599.012,172.112,WSE
28209,2065032.061,6572596.958,172.123,WSE
28210,2065027.54,6572594.442,172.137,WSE
28228,2065041.051,6572555.97,172.082,WSE
28236,2065070.647,6572553.535,171.974,WSE
28365,2065082.162,6572317.449,171.719,WSE
28389,2065161.334,6572282.285,171.703,WSE
28393,2064811.925,6573879.578,174.226,WSE
28394,2064811.921,6573879.05,174.202,WSE
28395,2064812.016,6573877.057,174.234,WSE
28396,2064811.275,6573876.122,174.21,WSE
28397,2064811.741,6573875.487,174.232,WSE
28398,2064808.978,6573849.809,174.127,WSE
28399,2064809.002,6573846.387,174.165,WSE
28400,2064809.213,6573842.874,174.113,WSE
28401,2064809.651,6573839.143,174.125,WSE
28402,2064810.993,6573836.234,174.123,WSE
28403,2064812.58,6573833.009,174.08,WSE
28404,2064815.22,6573830.06,174.088,WSE
28405,2064818.557,6573826.846,174.058,WSE
28406,2064820.457,6573823.083,174.014,WSE
28407,2064822.676,6573818.2,173.888,WSE
28408,2064824.751,6573813.38,173.932,WSE
28409,2064827.004,6573808.441,173.967,WSE
28416,2064840.287,6573774.218,173.794,WSE
28417,2064842.28,6573768.604,173.772,WSE
28418,2064843.78,6573763.044,173.837,WSE
28419,2064844.42,6573757.23,173.775,WSE
28423,2064851.865,6573736.612,173.698,WSE
28424,2064854.913,6573732.137,173.704,WSE
28435,2064871.247,6573669.796,173.101,WSE
28436,2064872.922,6573663.7,173.07,WSE
28437,2064874.633,6573657.745,173.092,WSE
28438,2064876.334,6573651.973,173.154,WSE
28439,2064878.231,6573646.231,173.164,WSE
28440,2064879.81,6573640.765,173.123,WSE
28441,2064881.224,6573635.244,173.149,WSE
28442,2064882.622,6573629.808,173.236,WSE
28443,2064884.282,6573624.611,173.224,WSE
28444,2064886.171,6573619.592,173.165,WSE
28445,2064887.884,6573614.436,173.173,WSE
28446,2064889.686,6573609.343,173.212,WSE
28447,2064891.56,6573604.51,173.146,WSE
28448,2064893.419,6573599.644,173.128,WSE
28449,2064895.356,6573594.989,173.112,WSE
28450,2064897.234,6573590.063,173.195,WSE
28451,2064899.44,6573584.235,173.171,WSE
28452,2064901.104,6573579.423,173.203,WSE
28453,2064902.697,6573573.623,173.185,WSE
28454,2064904.623,6573568.237,173.153,WSE
28455,2064906.441,6573562.731,173.134,WSE
28456,2064908.202,6573557.261,173.157,WSE
28457,2064909.694,6573551.817,173.173,WSE
28458,2064910.776,6573546.501,173.183,WSE
28459,2064911.03,6573541.493,173.186,WSE
28460,2064911.241,6573536.176,173.151,WSE
28461,2064912.312,6573531.124,173.197,WSE
28462,2064912.423,6573525.266,173.243,WSE
28463,2064913,6573520.165,173.156,WSE
28464,2064913.113,6573515.018,173.148,WSE
28465,2064913.216,6573509.805,173.16,WSE
28466,2064913.294,6573504.735,173.113,WSE
28467,2064913.522,6573499.574,173.138,WSE
28468,2064913.413,6573494.522,173.143,WSE
28469,2064913.15,6573488.644,173.138,WSE
28470,2064912.833,6573482.788,173.11,WSE
28471,2064912.473,6573476.99,173.166,WSE
28472,2064911.961,6573471.242,173.157,WSE
28473,2064911.602,6573465.455,173.124,WSE
28474,2064911.036,6573459.839,173.161,WSE
28475,2064911.768,6573454.585,173.149,WSE
28476,2064911.952,6573449.548,173.116,WSE
28477,2064911.709,6573444.289,173.15,WSE
28478,2064911.91,6573439.277,173.122,WSE
28479,2064912.213,6573434.168,173.19,WSE
28480,2064912.453,6573428.602,173.177,WSE
28481,2064912.799,6573423.072,173.165,WSE
28482,2064913.092,6573417.918,173.175,WSE
28483,2064913.54,6573412.41,173.185,WSE
28484,2064914.264,6573407.53,173.161,WSE
28486,2064916.484,6573399.694,173.175,WSE
28487,2064917.415,6573396.541,173.172,WSE
28488,2064918.057,6573393.763,173.17,WSE
28489,2064918.288,6573391.194,173.204,WSE
28490,2064918.018,6573388.69,173.2,WSE
28491,2064916.785,6573386.433,173.175,WSE
28492,2064915.847,6573383.275,173.168,WSE
28493,2064915.412,6573379.72,173.174,WSE
28494,2064915.453,6573376.111,173.167,WSE
28495,2064915.862,6573372.587,173.21,WSE
28496,2064916.6,6573369.206,173.206,WSE
28497,2064917.517,6573366.038,173.2,WSE
28498,2064918.519,6573363.028,173.232,WSE
28499,2064919.599,6573360.098,173.217,WSE
28500,2064920.672,6573357.247,173.239,WSE
28501,2064921.741,6573354.506,173.195,WSE
28502,2064922.763,6573351.884,173.208,WSE
28503,2064923.724,6573349.3,173.224,WSE
28504,2064924.601,6573346.761,173.203,WSE
28505,2064925.395,6573344.277,173.245,WSE
28506,2064926.076,6573341.837,173.218,WSE
28507,2064926.64,6573339.481,173.184,WSE
28508,2064927.164,6573337.115,173.204,WSE
28509,2064927.673,6573334.731,173.198,WSE
28510,2064928.119,6573332.414,173.182,WSE
28511,2064928.639,6573330.057,173.123,WSE
28512,2064929.123,6573327.656,173.155,WSE
28513,2064929.608,6573325.142,173.151,WSE
28514,2064929.894,6573322.153,173.146,WSE
28515,2064929.555,6573318.748,173.141,WSE
28516,2064929.776,6573314.811,173.159,WSE
28517,2064929.222,6573310.614,173.174,WSE
28518,2064929.279,6573306.132,173.15,WSE
28519,2064929.111,6573301.587,173.119,WSE
28521,2064928.609,6573292.052,173.156,WSE
28522,2064928.486,6573287.349,173.146,WSE
28523,2064928.186,6573282.743,173.154,WSE
28524,2064928.083,6573278.246,173.17,WSE
28525,2064927.983,6573273.663,173.168,WSE
28526,2064928.071,6573269.247,173.155,WSE
28527,2064928.162,6573264.904,173.173,WSE
28528,2064927.568,6573260.627,173.149,WSE
28529,2064927.523,6573256.55,173.141,WSE
28530,2064927.891,6573252.514,173.143,WSE
28531,2064928.707,6573248.684,173.133,WSE
28532,2064929.773,6573245.019,173.148,WSE
28533,2064931.016,6573241.611,173.146,WSE
28534,2064932.387,6573238.358,173.148,WSE
28535,2064933.699,6573235.077,173.152,WSE
28536,2064935.663,6573232.301,173.153,WSE
28537,2064937.615,6573228.54,173.11,WSE
28538,2064940.359,6573225.845,173.107,WSE
28539,2064943.375,6573223.851,173.118,WSE
28551,2064966.166,6573173.325,172.777,WSE
28552,2064964.871,6573169.464,172.793,WSE
28553,2064963.396,6573165.165,172.779,WSE
28554,2064961.369,6573160.89,172.742,WSE
28555,2064958.594,6573156.54,172.764,WSE
28556,2064955.821,6573152.268,172.755,WSE
28557,2064953.695,6573147.739,172.758,WSE
28558,2064953.97,6573142.507,172.772,WSE
28559,2064954.747,6573137.747,172.78,WSE
28560,2064954.963,6573133.749,172.775,WSE
28561,2064955.907,6573129.605,172.722,WSE
28562,2064956.524,6573125.247,172.747,WSE
28563,2064956.561,6573120.468,172.763,WSE
28564,2064957.039,6573115.643,172.775,WSE
28565,2064957.574,6573110.927,172.769,WSE
28577,2064965.063,6573047.295,172.433,WSE
28578,2064966.189,6573041.882,172.446,WSE
28579,2064968.316,6573036.887,172.446,WSE
28580,2064970.861,6573032.565,172.323,WSE
28581,2064973.609,6573027.128,172.23,WSE
28582,2064975.582,6573021.658,172.286,WSE
28583,2064977.376,6573015.989,172.259,WSE
28584,2064979.488,6573010.541,172.293,WSE
28585,2064981.744,6573004.908,172.339,WSE
28586,2064983.867,6572999.44,172.304,WSE
28587,2064986.184,6572994.386,172.357,WSE
28588,2064988.142,6572989.451,172.296,WSE
28589,2064989.985,6572984.271,172.337,WSE
28590,2064991.752,6572979.244,172.343,WSE
28591,2064993.059,6572974.155,172.326,WSE
28592,2064994.693,6572968.489,172.329,WSE
28593,2064996.198,6572963.046,172.318,WSE
28594,2064997.685,6572957.639,172.311,WSE
28595,2064999.459,6572952.154,172.314,WSE
28596,2065001.293,6572946.502,172.34,WSE
28597,2065002.793,6572941.722,172.373,WSE
28598,2065004.19,6572936.82,172.405,WSE
28599,2065005.166,6572931.782,172.364,WSE
28600,2065006.131,6572926.691,172.333,WSE
28601,2065007.59,6572921.438,172.289,WSE
28602,2065009.019,6572916.121,172.287,WSE
28603,2065010.252,6572910.71,172.294,WSE
28604,2065011.488,6572905.339,172.302,WSE
28605,2065012.567,6572899.956,172.335,WSE
28606,2065013.636,6572894.655,172.325,WSE
28607,2065014.847,6572889.312,172.341,WSE
28608,2065015.779,6572884.029,172.322,WSE
28609,2065016.454,6572878.863,172.291,WSE
28610,2065016.983,6572873.834,172.303,WSE
28611,2065017.314,6572868.058,172.292,WSE
28612,2065018.603,6572862.413,172.293,WSE
28613,2065019.433,6572856.932,172.311,WSE
28614,2065019.613,6572851.481,172.349,WSE
28615,2065020.119,6572846.135,172.33,WSE
28616,2065021.38,6572841.016,172.334,WSE
28617,2065022.599,6572836.134,172.315,WSE
28618,2065024.237,6572830.682,172.314,WSE
28619,2065026.321,6572825.491,172.326,WSE
28620,2065027.934,6572820.169,172.362,WSE
28621,2065029.291,6572814.965,172.335,WSE
28622,2065030.541,6572809.945,172.392,WSE
28623,2065031.831,6572804.484,172.386,WSE
28624,2065033.162,6572799.335,172.364,WSE
28625,2065034.434,6572794.953,172.232,WSE
28626,2065035.227,6572790.513,172.213,WSE
28627,2065036.218,6572785.815,172.177,WSE
28628,2065037.328,6572781.343,172.274,WSE
28629,2065038.32,6572776.95,172.265,WSE
28630,2065039.102,6572772.538,172.168,WSE
28631,2065039.825,6572768.154,172.276,WSE
28632,2065040.573,6572763.979,172.527,WSE
28633,2065041.167,6572759.773,172.461,WSE
28634,2065041.671,6572755.121,172.235,WSE
28662,2065050.051,6572563.46,172.266,WSE
28663,2065047.026,6572560.912,172.243,WSE
28664,2065044.607,6572559.057,172.243,WSE
28666,2065039.513,6572554.646,172.264,WSE
28704,2065097.738,6572489.043,172.144,WSE
28710,2065086.689,6572459.98,171.988,WSE
28755,2065184.797,6572253.69,171.763,WSE
28757,2065185.245,6572249.991,171.803,WSE
28759,2065185.009,6572246.075,171.801,WSE
28765,2065176.942,6572226.024,171.818,WSE
28769,2065169.403,6572209.74,171.814,WSE
28798,2065163.954,6572000.011,171.654,WSE
28799,2065165.819,6571991.978,171.629,WSE
28800,2065167.247,6571984.201,171.663,WSE
28801,2065168.645,6571976.981,171.602,WSE
28802,2065169.938,6571969.732,171.659,WSE
28803,2065171.576,6571963.079,171.639,WSE
28804,2065172.951,6571956.826,171.652,WSE
28805,2065174.721,6571951.207,171.644,WSE
28806,2065175.557,6571945.178,171.671,WSE
28807,2065176.396,6571938.972,171.637,WSE
28808,2065177.646,6571932.656,171.665,WSE
28809,2065178.949,6571926.047,171.652,WSE
28810,2065180.615,6571919.458,171.638,WSE
28811,2065182.193,6571912.88,171.612,WSE
28812,2065183.572,6571906.209,171.659,WSE
28813,2065185.398,6571899.639,171.644,WSE
28814,2065187.223,6571893.167,171.625,WSE
28815,2065189.59,6571887.1,171.623,WSE
28816,2065192.543,6571882.04,171.666,WSE
28817,2065195.243,6571876.858,171.63,WSE
28818,2065195.144,6571872.58,171.65,WSE
28819,2065194.046,6571868.504,171.632,WSE
28820,2065193.101,6571864.557,171.633,WSE
28821,2065192.421,6571860.913,171.598,WSE
28822,2065191.041,6571856.634,171.623,WSE
28823,2065188.083,6571852.444,171.608,WSE
28824,2065185.044,6571849.504,171.612,WSE
28825,2065182.626,6571848.002,171.641,WSE
28826,2065180.456,6571845.573,171.627,WSE
28827,2065177.781,6571842.563,171.673,WSE
28828,2065174.328,6571839.903,171.634,WSE
28829,2065170.678,6571837.21,171.622,WSE
28830,2065166.915,6571834.837,171.638,WSE
28831,2065162.851,6571832.932,171.613,WSE
28832,2065158.804,6571831.155,171.63,WSE
28833,2065154.815,6571829.638,171.641,WSE
28834,2065150.607,6571827.595,171.603,WSE
28835,2065146.523,6571825.64,171.585,WSE
28836,2065142.451,6571823.961,171.652,WSE
28837,2065138.394,6571822.277,171.677,WSE
28838,2065134.403,6571819.866,171.643,WSE
28839,2065130.761,6571817.51,171.626,WSE
28850,2065141.261,6571789.411,171.633,WSE
28851,2065144.715,6571786.63,171.598,WSE
28852,2065147.991,6571784.423,171.616,WSE
28853,2065150.05,6571783.214,171.616,WSE
28879,2065113.052,6571686.658,171.393,WSE
28881,2065114.532,6571679.766,171.386,WSE
28885,2065111.781,6571657.834,171.388,WSE
28886,2065109.747,6571654.602,171.432,WSE
28891,2065111.942,6571629.873,171.389,WSE
28892,2065113.368,6571627.084,171.433,WSE
28893,2065114.879,6571624.438,171.433,WSE
28894,2065116.794,6571621.487,171.434,WSE
28895,2065118.888,6571619.723,171.417,WSE
28896,2065120.496,6571618.348,171.383,WSE
28897,2065120.378,6571616.496,171.393,WSE
28898,2065120.055,6571613.504,171.389,WSE
28899,2065119.902,6571611.278,171.343,WSE
28900,2065118.903,6571609.419,171.387,WSE
28901,2065117.313,6571607.478,171.415,WSE
28902,2065115.08,6571605.62,171.414,WSE
28903,2065112.405,6571603.288,171.419,WSE
28906,2065115.857,6571593.766,171.366,WSE
28907,2065116.803,6571592.708,171.422,WSE
28908,2065117.828,6571590.51,171.435,WSE
28909,2065119.816,6571588.128,171.411,WSE
28910,2065122.388,6571585.888,171.389,WSE
28911,2065124.379,6571584.461,171.43,WSE
28912,2065123.826,6571582.627,171.434,WSE
28913,2065122.915,6571578.816,171.414,WSE
28914,2065122.891,6571576.107,171.385,WSE
28915,2065122.212,6571573.941,171.432,WSE
28916,2065120.45,6571571.955,171.396,WSE
28917,2065118.08,6571569.852,171.37,WSE
28919,2065117.859,6571560.97,171.403,WSE
28920,2065119.927,6571558.32,171.389,WSE
28921,2065121.339,6571556.752,171.392,WSE
28922,2065122.144,6571554.839,171.385,WSE
28923,2065122.301,6571553.459,171.372,WSE
28924,2065121.59,6571551.773,171.401,WSE
28925,2065120.46,6571549.419,171.411,WSE
28926,2065119.421,6571546.814,171.444,WSE
28927,2065118.244,6571544.781,171.397,WSE
28928,2065116.384,6571542.866,171.384,WSE
28929,2065114.086,6571540.798,171.397,WSE
28930,2065112.718,6571537.092,171.4,WSE
28931,2065112.887,6571533.792,171.394,WSE
28932,2065114.288,6571531.619,171.389,WSE
28933,2065115.71,6571530.314,171.393,WSE
28934,2065116.267,6571528.077,171.444,WSE
28935,2065116.806,6571524.317,171.464,WSE
28936,2065117.954,6571520.215,171.398,WSE
28937,2065115.969,6571516.291,171.394,WSE
28938,2065113.874,6571515.065,171.385,WSE
28939,2065113.331,6571513.829,171.454,WSE
28940,2065111.807,6571510.962,171.429,WSE
28941,2065109.476,6571508.398,171.428,WSE
28942,2065106.324,6571506.176,171.384,WSE
28943,2065103.638,6571502.66,171.389,WSE
28944,2065103.344,6571498.586,171.397,WSE
28945,2065104.551,6571496.03,171.389,WSE
28946,2065105.334,6571494.708,171.457,WSE
28947,2065105.497,6571491.822,171.399,WSE
28948,2065103.335,6571488.851,171.398,WSE
28949,2065100.814,6571487.751,171.403,WSE
28950,2065099.376,6571487.168,171.444,WSE
28951,2065097.656,6571486.153,171.412,WSE
28952,2065095.459,6571485.047,171.416,WSE
28953,2065092.438,6571484.505,171.4,WSE
28954,2065089.799,6571483.062,171.39,WSE
28955,2065089.302,6571480.01,171.427,WSE
28956,2065090.846,6571478.04,171.465,WSE
28957,2065092.148,6571476.971,171.418,WSE
28958,2065093.171,6571475.425,171.341,WSE
28959,2065092.599,6571473.031,171.356,WSE
28960,2065090.262,6571471.49,171.427,WSE
28961,2065087.806,6571471.718,171.436,WSE
28962,2065086.497,6571472.493,171.404,WSE
28963,2065084.965,6571471.525,171.397,WSE
28964,2065083.213,6571469.901,171.437,WSE
28965,2065081.358,6571468.492,171.406,WSE
28966,2065080.305,6571466.912,171.429,WSE
28967,2065081.064,6571465.498,171.435,WSE
28968,2065082.673,6571465.567,171.394,WSE
28969,2065083.808,6571466.538,171.395,WSE
28970,2065084.655,6571466.72,171.464,WSE
28971,2065085.414,6571465.939,171.426,WSE
28972,2065086.135,6571465.862,171.395,WSE
28973,2065104.567,6571479.909,171.363,WSE
28974,2065104.662,6571479.663,171.372,WSE
28975,2065104.689,6571479.35,171.38,WSE
28976,2065104.799,6571479.154,171.368,WSE
28977,2065104.802,6571478.807,171.38,WSE
28978,2065104.65,6571478.189,171.382,WSE
28979,2065104.146,6571476.905,171.368,WSE
28980,2065103.613,6571475.366,171.378,WSE
28981,2065103.458,6571474.005,171.379,WSE
28982,2065103.485,6571472.111,171.375,WSE
28983,2065103.659,6571469.777,171.369,WSE
28984,2065103.268,6571466.988,171.36,WSE
28985,2065102.632,6571463.96,171.371,WSE
28986,2065101.585,6571461.12,171.406,WSE
28987,2065099.469,6571459.543,171.387,WSE
28988,2065097.837,6571459.377,171.404,WSE
28989,2065096.87,6571458.662,171.381,WSE
28990,2065086.127,6571467.847,171.354,WSE
28991,2065086.169,6571468.832,171.327,WSE
28992,2065086.298,6571469.816,171.324,WSE
28993,2065087.317,6571469.976,171.295,WSE
28994,2065088.474,6571470.097,171.337,WSE
28995,2065089.063,6571469.767,171.351,WSE
28996,2065089.284,6571469.131,171.36,WSE
28997,2065090.361,6571468.465,171.339,WSE
28998,2065091.444,6571466.856,171.321,WSE
28999,2065092.871,6571464.779,171.331,WSE
29000,2065094.819,6571462.554,171.345,WSE
29001,2065097.284,6571460.538,171.33,WSE
29002,2065100.061,6571459.733,171.329,WSE
29007,2065111.138,6571464.592,171.366,WSE
29008,2065113.599,6571466.353,171.342,WSE
29009,2065115.77,6571467.914,171.322,WSE
29010,2065117.697,6571469.149,171.334,WSE
29011,2065119.629,6571469.915,171.337,WSE
29012,2065121.63,6571470.555,171.368,WSE
29013,2065123.627,6571471.343,171.38,WSE
